,date,source,medium,campaign,cost,impressions,clicks,users,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score,scores,anomaly
923,2022-06-02,enterprisemarketingportal,none,direct,19.76,9686,5604,606,709.43,14.0,25%,8m 6s,Mobile,Safari,1,4,0.05658741363316133,1
924,2022-08-04,brightedge,paid,chrome_launch_switch,65.0,4950,6748,853,349.47,24.0,17%,7m 17s,Desktop,Safari,3,5,0.09222603324324607,1
925,2021-05-19,brightedge,none,chrome_launch_switch,77.3,3856,998,486,304.16,6.0,14%,9m 25s,Mobile,Chrome,3,5,0.07422660346101395,1
926,2021-12-23,referral,organic,direct,70.87,7907,5260,509,406.32,9.0,15%,10m 21s,Mobile,Chrome,1,4,0.09597898932141857,1
927,2021-10-07,brightedge,none,referral,9.92,8631,1948,112,658.78,24.0,13%,2m 25s,Mobile,Firefox,3,4,0.051316606638893814,1
928,2022-02-21,enterprisemarketingportal,none,organic,95.85,6111,6229,413,7.81,8.0,14%,5m 18s,Mobile,Chrome,4,3,0.03726771013501484,1
929,2022-11-12,referral,referral,chrome_launch_switch,36.75,8826,8291,952,441.82,1.0,13%,5m 59s,Desktop,Safari,2,3,0.0032309913047013916,1
930,2021-04-18,referral,organic,direct,83.38,8490,3316,759,249.46,2.0,24%,9m 48s,Desktop,Firefox,2,4,0.023773694050854943,1
931,2023-12-08,enterprisemarketingportal,referral,organic,32.86,7924,7306,23,327.56,24.0,13%,6m 55s,Mobile,Safari,3,5,0.06263889088834784,1
932,2022-03-28,google,organic,organic,76.3,5330,822,443,482.1,5.0,24%,2m 32s,Mobile,Firefox,1,3,0.0702257807408192,1
933,2022-01-02,enterprisemarketingportal,organic,direct,69.15,6886,5393,660,83.36,23.0,17%,4m 29s,Mobile,Firefox,1,5,0.08618757785948694,1
934,2021-11-02,referral,referral,referral,39.58,1900,3081,214,564.47,14.0,23%,3m 4s,Desktop,Chrome,3,4,0.0844968666629578,1
935,2021-12-19,referral,none,referral,66.5,3801,2819,975,482.53,14.0,22%,6m 8s,Mobile,Safari,4,4,0.09575636091930823,1
936,2022-01-04,brightedge,organic,referral,68.2,7706,7601,332,576.36,27.0,25%,5m 45s,Mobile,Chrome,2,5,0.06453868634576043,1
937,2021-02-19,brightedge,none,direct,49.37,786,7253,314,15.65,17.0,5%,1m 32s,Mobile,Chrome,3,5,0.03826493240793205,1
938,2022-06-13,referral,organic,chrome_launch_switch,5.91,3082,2001,671,292.96,23.0,15%,8m 21s,Mobile,Safari,2,3,0.011050496061145387,1
939,2021-06-28,google,paid,organic,25.77,1442,766,323,493.8,9.0,24%,8m 25s,Desktop,Firefox,3,3,0.06125339860725876,1
940,2021-09-09,referral,none,chrome_launch_switch,6.97,4961,1780,810,324.27,7.0,21%,10m 57s,Mobile,Safari,5,3,0.028409606744412175,1
941,2021-07-21,enterprisemarketingportal,organic,organic,45.2,2370,1810,36,101.98,16.0,18%,5m 23s,Desktop,Safari,4,4,0.10424733867691144,1
942,2021-11-13,google,paid,chrome_launch_switch,77.11,2620,5569,632,932.37,16.0,5%,2m 40s,Mobile,Safari,2,4,0.09783534156746276,1
943,2023-09-02,referral,referral,organic,26.47,1536,5784,172,623.16,15.0,18%,4m 47s,Desktop,Safari,4,3,0.06457333217461103,1
944,2022-09-09,referral,paid,referral,21.84,7450,60,497,217.98,17.0,21%,6m 16s,Mobile,Firefox,1,5,0.0799505269604307,1
945,2023-09-19,enterprisemarketingportal,none,organic,56.44,9760,4721,774,908.75,29.0,16%,7m 55s,Mobile,Chrome,4,4,0.03577614798348849,1
946,2023-06-08,brightedge,referral,referral,58.77,13,3028,387,459.31,10.0,22%,7m 15s,Mobile,Chrome,5,5,0.015284912676823637,1
947,2021-12-28,google,referral,direct,43.63,4348,4735,141,337.96,13.0,10%,2m 56s,Mobile,Firefox,1,5,0.07816965545151022,1
948,2021-08-26,google,none,chrome_launch_switch,12.98,1939,6418,75,162.24,16.0,6%,8m 7s,Mobile,Safari,1,5,0.04522019817064116,1
949,2023-04-30,enterprisemarketingportal,paid,direct,86.26,7453,2425,152,350.01,29.0,14%,10m 58s,Desktop,Firefox,2,5,0.028879231702641284,1
950,2023-11-24,enterprisemarketingportal,none,chrome_launch_switch,99.05,4171,982,274,288.61,28.0,21%,9m 30s,Mobile,Chrome,1,5,0.007186713080052254,1
951,2023-03-04,enterprisemarketingportal,referral,direct,36.31,6010,1536,823,597.8,28.0,12%,4m 38s,Desktop,Firefox,1,4,0.06612804276137085,1
952,2022-04-04,enterprisemarketingportal,organic,organic,74.91,8959,5530,329,338.29,29.0,14%,5m 8s,Desktop,Chrome,2,4,0.03802851093181636,1
953,2021-09-07,google,organic,referral,90.36,7599,3764,192,167.68,10.0,14%,5m 4s,Desktop,Firefox,4,5,0.04619568275274333,1
954,2022-12-23,enterprisemarketingportal,organic,direct,85.14,6962,8112,477,6.43,8.0,24%,8m 3s,Desktop,Safari,4,3,0.07365171382733038,1
955,2023-03-26,enterprisemarketingportal,none,referral,87.53,6233,106,977,863.15,14.0,10%,9m 37s,Desktop,Safari,3,4,0.09158402732574156,1
956,2022-10-02,referral,paid,chrome_launch_switch,60.6,8526,5868,699,427.4,26.0,11%,10m 49s,Desktop,Safari,2,4,0.08587279866149605,1
957,2023-09-15,referral,none,organic,65.45,5814,5761,792,83.49,10.0,22%,6m 10s,Desktop,Firefox,2,3,0.0768414901658494,1
958,2023-04-25,google,referral,referral,84.25,2287,2539,779,279.6,26.0,17%,2m 10s,Mobile,Chrome,5,4,0.06935295442647338,1
959,2023-05-27,referral,paid,chrome_launch_switch,35.49,6523,5946,894,345.28,19.0,11%,1m 59s,Mobile,Safari,5,3,0.07477554478475457,1
960,2021-02-18,referral,none,direct,45.06,1469,237,730,215.59,19.0,7%,1m 2s,Desktop,Chrome,3,3,0.06505213263175214,1
961,2021-02-23,enterprisemarketingportal,paid,referral,88.39,6883,3237,230,372.45,6.0,18%,9m 8s,Mobile,Chrome,4,3,0.055553651739071674,1
962,2022-03-18,referral,paid,direct,13.29,1830,7383,427,331.46,13.0,15%,3m 9s,Mobile,Firefox,5,5,0.040094027107445585,1
963,2023-03-07,google,organic,direct,83.68,2382,89,670,17.98,14.0,16%,6m 1s,Mobile,Chrome,3,5,0.07170028320089616,1
964,2023-01-01,brightedge,referral,organic,88.27,3657,5170,223,220.25,11.0,10%,4m 49s,Desktop,Chrome,3,3,0.059850252848495544,1
965,2023-07-05,enterprisemarketingportal,none,chrome_launch_switch,14.58,1208,8270,481,615.99,4.0,21%,9m 46s,Mobile,Chrome,1,4,0.03755809808801902,1
966,2021-11-21,referral,organic,chrome_launch_switch,95.36,9480,6797,376,613.4,14.0,17%,9m 27s,Mobile,Chrome,3,3,0.020575929391759895,1
967,2023-01-04,google,referral,referral,48.83,453,8615,574,372.46,18.0,7%,5m 13s,Desktop,Chrome,5,5,0.022356614853626722,1
968,2021-12-10,brightedge,none,organic,55.78,5949,6139,875,106.08,15.0,21%,8m 24s,Mobile,Safari,1,3,0.10206417325943323,1
969,2021-06-06,enterprisemarketingportal,paid,direct,95.55,5648,6285,808,654.56,6.0,10%,9m 16s,Desktop,Firefox,5,3,0.041989015649344874,1
970,2021-11-21,google,paid,chrome_launch_switch,85.03,3670,5542,462,283.24,10.0,20%,3m 20s,Mobile,Safari,1,5,0.06592878761814724,1
971,2023-03-09,enterprisemarketingportal,paid,referral,40.34,3665,4852,83,340.21,9.0,12%,10m 28s,Desktop,Chrome,1,5,0.07571435013353556,1
972,2021-04-01,google,paid,organic,66.55,1313,1054,403,114.81,17.0,24%,4m 12s,Desktop,Safari,5,5,0.05464292248494773,1
973,2023-02-06,referral,paid,direct,98.47,1848,754,481,326.84,9.0,22%,9m 37s,Desktop,Chrome,4,5,0.010315842679020526,1
974,2021-08-27,enterprisemarketingportal,none,organic,27.89,9128,4213,184,967.04,3.0,16%,10m 9s,Desktop,Firefox,2,3,0.007079768905270956,1
975,2021-06-29,brightedge,referral,chrome_launch_switch,25.52,3278,60,825,141.33,1.0,13%,3m 27s,Mobile,Firefox,1,5,0.02480108367989875,1
976,2022-12-07,enterprisemarketingportal,referral,organic,84.19,2303,4325,425,165.39,1.0,25%,7m 59s,Mobile,Firefox,3,5,0.022107229680346174,1
977,2023-10-04,referral,paid,direct,15.08,2457,122,560,111.34,4.0,8%,6m 16s,Mobile,Safari,1,5,0.042547644840635446,1
978,2023-08-16,enterprisemarketingportal,none,referral,6.57,2413,6687,736,119.62,22.0,5%,4m 17s,Mobile,Firefox,2,5,0.023267807186079015,1
979,2021-07-15,enterprisemarketingportal,none,direct,43.05,3948,6963,943,170.6,17.0,13%,7m 42s,Desktop,Firefox,1,5,0.07744147305561011,1
980,2023-10-12,google,paid,referral,62.08,4325,7897,849,85.07,18.0,25%,1m 56s,Desktop,Firefox,4,4,0.10223306392805698,1
981,2023-05-18,referral,referral,direct,52.95,4702,3794,643,449.43,15.0,20%,3m 57s,Desktop,Chrome,2,5,0.09074701072305907,1
982,2021-02-01,google,referral,chrome_launch_switch,27.45,3451,2700,141,264.02,7.0,19%,2m 25s,Desktop,Chrome,1,5,0.05706263403288825,1
983,2021-05-15,referral,none,direct,71.89,8819,8438,492,640.39,16.0,6%,4m 33s,Mobile,Firefox,4,4,0.0975579947375077,1
984,2022-05-30,enterprisemarketingportal,organic,referral,86.36,1824,486,577,771.92,20.0,23%,10m 32s,Desktop,Safari,4,4,0.07548916529339156,1
985,2023-02-25,google,organic,referral,9.48,8671,7628,744,488.17,26.0,25%,4m 39s,Desktop,Firefox,5,5,0.026018669057762622,1
986,2023-06-10,brightedge,paid,referral,38.01,5951,54,160,33.8,22.0,14%,10m 36s,Desktop,Firefox,5,4,0.0986279859046712,1
987,2021-02-08,google,organic,organic,59.8,5141,3945,787,94.12,8.0,12%,5m 46s,Desktop,Firefox,3,5,0.07002334510683339,1
988,2023-12-09,referral,referral,organic,3.5,7151,6426,677,623.51,4.0,23%,5m 45s,Desktop,Safari,4,3,-0.002555231037085215,-1
989,2021-03-03,enterprisemarketingportal,paid,organic,51.66,4550,4854,525,870.22,27.0,11%,8m 13s,Desktop,Firefox,1,3,0.06529836473427286,1
990,2022-04-10,enterprisemarketingportal,none,referral,88.72,3633,5499,184,771.3,14.0,25%,3m 28s,Desktop,Safari,1,3,0.06785752025109337,1
991,2023-04-16,brightedge,organic,organic,25.29,1813,7545,554,737.89,6.0,18%,3m 15s,Desktop,Safari,4,4,0.05965666339498332,1
992,2023-10-12,referral,none,organic,94.47,6610,6610,247,291.44,10.0,23%,4m 52s,Desktop,Chrome,5,3,0.0467106949247692,1
993,2021-07-20,enterprisemarketingportal,paid,referral,37.22,9560,1393,608,184.55,18.0,7%,10m 49s,Desktop,Firefox,4,5,0.053805736007193405,1
994,2021-09-04,brightedge,organic,referral,95.63,667,7540,841,511.6,12.0,16%,3m 31s,Desktop,Firefox,5,4,0.03002796390287965,1
995,2021-01-27,google,referral,chrome_launch_switch,2.93,1260,2625,124,368.24,19.0,23%,7m 27s,Mobile,Chrome,4,4,0.005253829589799919,1
996,2021-03-10,google,paid,chrome_launch_switch,97.54,8464,6888,168,562.88,22.0,14%,7m 2s,Mobile,Firefox,1,5,0.020731181777373542,1
997,2021-02-23,enterprisemarketingportal,referral,chrome_launch_switch,89.36,1049,5586,68,60.45,15.0,25%,5m 58s,Desktop,Chrome,5,5,0.036691050758145605,1
998,2023-09-14,google,paid,chrome_launch_switch,24.1,1108,1489,590,41.91,22.0,19%,8m 31s,Mobile,Safari,4,3,0.0549198202990383,1
999,2022-02-05,referral,referral,direct,5.23,9631,4518,922,771.04,26.0,8%,4m 28s,Mobile,Firefox,2,4,0.010359555620454652,1
